key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-902925385,Changes in sex ratio from fertilization to birth in assisted-reproductive-treatment cycles,2014,6,23,Reprod Biol Endocrinol,1477-7827,12,,56,"Tarín, J. J. and García-Pérez, M. A. and Hermenegildo, C. and Cano, A.",,,,,"BACKGROUND: In Western gender-neutral countries, the sex ratio at birth is estimated to be approximately 1.06. This ratio is lower than the estimated sex ratio at fertilization which ranges from 1.07 to 1.70 depending on the figures of sex ratio at birth and differential embryo/fetal mortality rates taken into account to perform these estimations. Likewise, little is known about the sex ratio at implantation in natural and assisted-reproduction-treatment (ART) cycles. In this bioessay, we aim to estimate the sex ratio at fertilization and implantation using data from embryos generated by standard in-vitro fertilization (IVF) or intracytoplasmic sperm injection (ICSI) in preimplantation genetic diagnosis cycles. Thereafter, we compare sex ratios at implantation and birth in cleavage- and blastocyst-stage-transfer cycles to propose molecular mechanisms accounting for differences in post-implantation male and female mortality and thereby variations in sex ratios at birth in ART cycles. METHODS: A literature review based on publications up to December 2013 identified by PubMed database searches. RESULTS: Sex ratio at both fertilization and implantation is estimated to be between 1.29 and 1.50 in IVF cycles and 1.07 in ICSI cycles. Compared with the estimated sex ratio at implantation, sex ratio at birth is lower in IVF cycles (1.03 after cleavage-stage transfer and 1.25 after blastocyst-stage transfer) but similar and close to unity in ICSI cycles (0.95 after cleavage-stage transfer and 1.04 after blastocyst-stage transfer). CONCLUSIONS: In-vitro-culture-induced precocious X-chromosome inactivation together with ICSI-induced decrease in number of trophectoderm cells in female blastocysts may account for preferential female mortality at early post-implantation stages and thereby variations in sex ratios at birth in ART cycles.","1477-7827 Tarín, Juan J García-Pérez, Miguel A Hermenegildo, Carlos Cano, Antonio Comparative Study Journal Article Review England 2014/06/25 Reprod Biol Endocrinol. 2014 Jun 23;12:56. doi: 10.1186/1477-7827-12-56.",10.1186/1477-7827-12-56,"Animals;Blastocyst/cytology/pathology;Cleavage Stage, Ovum/cytology/pathology/transplantation;*Ectogenesis;Embryo Culture Techniques;Embryo Implantation;Embryo Loss/*etiology/pathology;Embryo Transfer/adverse effects;*Embryonic Development;Female;Fertilization in Vitro/*adverse effects;Humans;Infertility, Female/pathology/therapy;Infertility, Male;Live Birth;Male;Pregnancy;Reproductive Techniques, Assisted/*adverse effects;*Sex Ratio;X Chromosome Inactivation;Sex Ratio;Self-Fertilization",,
rayyan-902925386,The disparate maternal aunt-uncle ratio in male transsexuals: an explanation invoking genomic imprinting,2000,1,7,J Theor Biol,0022-5193 (Print) 0022-5193,202,1,55-63,"Green, R. and Keverne, E. B.",,,,,"A significant skewing in the sex ratio in favour of females has been reported for the families of homosexual men such that there are fewer maternal uncles than aunts. This finding is repeated for a large series of transsexual families in this study. Four hundred and seventeen male-to-female transsexuals and 96 female-to-male transsexuals were assessed. Male-to-female transsexuals have a significant excess of maternal aunts vs. uncles. No differences from the expected parity were found for female-to-male transsexuals or on the paternal side. A posited explanation for these findings invokes X inactivation and genes on the X chromosome that escape inactivation but may be imprinted. Our hypothesis incorporates the known familial traits in the families of homosexuals and transsexuals by way of retention of the grand parental epigenotype on the X chromosome. Generation one would be characterized by a failure to erase the paternal imprints on the paternal X chromosome. Daughters of this second generation would produce sons that are XpY and XmY. Since XpY expresses Xist, the X chromosome is silenced and half of the sons are lost at the earliest stages of pregnancy because of the normal requirement for paternal X expression in extra-embryonic tissues. Females survive by virtue of inheriting two X chromosomes, and therefore the possibility of X chromosome counting and choice during embryonic development. In generation three, sons inheriting the paternal X after its second passage through the female germline survive, but half would inherit the feminizing Xp imprinted genes. These genes could pre-dispose the sons to feminization and subsequent development of either homosexuality or transsexualism.","Green, R Keverne, E B Journal Article Research Support, Non-U.S. Gov't England 2000/01/07 J Theor Biol. 2000 Jan 7;202(1):55-63. doi: 10.1006/jtbi.1999.1039.",10.1006/jtbi.1999.1039,"*Family Characteristics;Female;*Genomic Imprinting;Humans;Male;Models, Genetic;Pedigree;Pregnancy;*Sex Ratio;Transsexualism/*genetics;Genomics;Genome",,
rayyan-902925387,Developmental consequences of sexual dimorphism during pre-implantation embryonic development,2006,,,Reproduction in Domestic Animals,0936-6768 1439-0531,41,,54-62,"Gutiérrez-Adán, A. and Perez-Crespo, M. and Fernandez-Gonzalez, R. and Ramirez, M. A. and Moreira, P. and Pintado, B. and Lonergan, P. and Rizos, D.",https://www.embase.com/search/results?subaction=viewrecord&id=L44370109&from=exporthttp://dx.doi.org/10.1111/j.1439-0531.2006.00769.x,,,,"Abnormalities of development potential arising from pre-implantation environment are not limited to in vitro culture (IVC) (for, i.e. in ruminants the large offspring syndrome produced by IVC), they may also be consequence of specific stress conditions experienced in vivo, like maternal diet, toxins, etc. A complex group of mechanisms (gene expression, epigenetic, metabolic, etc.) may operate to link early embryo environment with future health. Furthermore, during the pre-implantation period, in vitro produced male embryos have a higher metabolic rate, they grow faster than females, and they also have differential gene transcription of genes located in the Y-, X-, or in autosomal-chromosomes. As a consequence of these differences embryos may be affected differentially by natural or artificial environmental conditions, depending on their gender. It has been suggested that under some stress conditions male embryos are more vulnerable than females; however the biological fragility of male embryos is poorly understood. Evidences suggest that epigenetic differences produced by the presence of one or two X-chromosomes are the principal cause of the male and female pre-implantation differences, and we put forward the possible role of these early sex differences to control sex ratio of the offspring under different environmental conditions in Nature. By following the differences between male and female early embryos not only may be possible to manipulate sex ratio in farm animals, we can also gain further insight into aspects of early embryo development, X inactivation, and epigenetic and genetic processes related with early development that may have a long-term effect on the offspring. © 2006 The Authors.",L44370109 2008-06-04,10.1111/j.1439-0531.2006.00769.x,messenger RNA;animal;animal disease;conference paper;cell culture technique;embryo development;female;in vitro fertilization;gene expression regulation;genetic epigenesis;genetics;male;metabolism;methodology;sex ratio;sexual development,,
rayyan-902925388,X inactivation as a source of behavioural differences in monozygotic female twins,2004,2,,Twin Res,1369-0523 (Print) 1369-0523,7,1,54-61,"Loat, C. S. and Asbury, K. and Galsworthy, M. J. and Plomin, R. and Craig, I. W.",,,,,"Although members of monozygotic twin pairs are identical in genome sequence, they may differ in patterns of gene expression. One early and irreversible process affecting gene expression, which can create differences within pairs of female monozygotic twins, is X inactivation - one twin can express mainly paternally-received genes on the X chromosome while the other twin expresses mainly maternally-received genes. It follows that non-identical X chromosome expression may cause female monozygotic twins to correlate less strongly than male monozygotic twins on complex behavioural traits affected by X-linked loci. We tested this hypothesis using data from around 4000 same-sex twin pairs on 9 social, behavioural and cognitive measures at ages 2, 3 and 4. Consistent with our hypothesis, monozygotic males were generally more similar than monozygotic females. Three of four significant differences were in traits showing higher correlations in males than females, and these traits - prosocial behaviour, peer problems, and verbal ability - have all been proposed previously in the literature as being influenced by genes on the X chromosome. Interestingly, dizygotic twins showed the reverse pattern of correlations for similar variables, which is also consistent with the X inactivation hypothesis; taken together, then, our monozygotic and dizygotic results suggest the presence of quantitative trait loci on the X chromosome.","Loat, Caroline S Asbury, Kathryn Galsworthy, Michael J Plomin, Robert Craig, Ian W Comparative Study Journal Article Twin Study Australia 2004/04/01 Twin Res. 2004 Feb;7(1):54-61. doi: 10.1375/13690520460741444.",10.1375/13690520460741444,"*Behavior;Child, Preschool;*Dosage Compensation, Genetic;Female;Humans;Male;Sex Factors;Twins, Monozygotic/*genetics;Twins",,
rayyan-902925389,Chromosome fragility and psychopathology in obligate female carriers of the fragile X chromosome,1992,1,,Arch Gen Psychiatry,0003-990X (Print) 0003-990x,49,1,54-60,"Freund, L. S. and Reiss, A. L. and Hagerman, R. and Vinogradov, S.",,,,,"The relationship between fragility (the percentage of cells exhibiting the fragile X chromosome abnormality) and psychopathological conditions was investigated in a sample of 40 obligate female carriers of the fragile X chromosome. Subjects were categorized by those with positive fragility greater than 0% (n = 19) and those with 0% fragility (n = 21). Compared with women with 0% fragility, it was expected that women with positive fragility would have a higher likelihood of manifesting a spectrum of social and psychological disability previously shown to be associated with fragile X syndrome in women. It was also expected that within the group with positive fragility, degree of fragility would be related to severity of symptoms. Results partially supported the hypotheses: women with fragility over 0% were more likely to be assigned a diagnosis of schizotypal features, were rated higher on symptoms associated with the schizophrenia spectrum, and scored lower on IQ, level of healthiest functioning, education, and socioeconomic status than women with 0% fragility. Subsequent comparisons with a control group indicated that the group with 0% fragility and normal controls did not differ on these variables. Within the group with positive fragility, increasing fragility was related to greater severity of symptoms and lower IQ, education, socioeconomic status, and levels of adaptive functioning, as predicted. Contrary to expectations, positive fragility was not associated with proportion of affective disorder diagnoses or ratings on affective disorder symptoms. The results of the study provide evidence that degree of fragility is a potentially important predictor of psychopathology among women with normal IQ who are carriers of the fragile X chromosome abnormality.","Freund, L S Reiss, A L Hagerman, R Vinogradov, S HD24061/HD/NICHD NIH HHS/United States MH00726/MH/NIMH NIH HHS/United States Journal Article Research Support, U.S. Gov't, P.H.S. United States 1992/01/01 Arch Gen Psychiatry. 1992 Jan;49(1):54-60. doi: 10.1001/archpsyc.1992.01820010054007.",10.1001/archpsyc.1992.01820010054007,Adult;*Chromosome Fragility;Educational Status;Female;Fragile X Syndrome/*complications/genetics;*Heterozygote;Humans;Intelligence;Mental Disorders/complications/*diagnosis;Mood Disorders/complications/diagnosis;Probability;Psychiatric Status Rating Scales;Schizophrenia/complications/diagnosis;Schizotypal Personality Disorder/complications/diagnosis;Sex Factors;Social Adjustment;Socioeconomic Factors;X Chromosome,,
rayyan-902925390,Sex bias in autoimmunity,2019,,,Current Opinion in Rheumatology,1531-6963 1040-8711,31,1,53-61,"Billi, A. C. and Kahlenberg, J. M. and Gudjonsson, J. E.",https://www.embase.com/search/results?subaction=viewrecord&id=L2016474483&from=exporthttp://dx.doi.org/10.1097/BOR.0000000000000564,,,,"Purpose of review To give an overview of recently published articles addressing the mechanisms underlying sex bias in autoimmune disease. Recent findings Recent studies investigating the origins of sex bias in autoimmune disease have revealed an extensive and interconnected network of genetic, hormonal, microbial, and environmental influences. Investigation of sex hormones has moved beyond profiling the effects of hormones on activity and prevalence of immune cell types to defining the specific immunity-related genes driving these changes. Deeper examination of the genetic content of the X and Y chromosomes and genetic escapees of X chromosome inactivation has revealed some key drivers of female-biased autoimmunity. Animal studies are offering further insights into the connections among microbiota, particularly that of the gut, and the immune system. Summary Sex bias in autoimmune disease is the manifestation of a complex interplay of the sex chromosomes, sex hormones, the microbiota, and additional environmental and sociological factors.",L2016474483 2022-02-03,10.1097/bor.0000000000000564,adaptive immunity;adult;autoimmune disease;autoimmunity;female;gastrointestinal tract;gene control;human;human cell;immune system;immunocompetent cell;microflora;nonhuman;prevalence;protein fingerprinting;review;sex chromosome;social aspects and related phenomena;X chromosome;X chromosome inactivation;Y chromosome;hormone;sex hormone;Bias (Epidemiology),,
rayyan-902925391,Puberty Is Associated with a Marked Increase of the Female Sex Predominance in Chronic Autoimmune Thyroiditis,2009,,,Hormone Research,0301-0163 J9 - HORM RES,72,1,52-56,"Mariotti, S. and Prinzis, A. and Ghiani, M. and Cambuli, V. M. and Pilia, S. and Marras, V. and Carta, D. and Loche, S.",,,,,"Background: Chronic autoimmune thyroiditis (CAT) displays a strong female predominance with female-to-male (F:M) ratios of 4-20:1 in adults and 2-9:1 in children and adolescents. Both genetic and hormonal factors are involved in this phenomenon. The relation between puberty and F: M ratio in CAT has never been evaluated. Methods: The F: M ratio of 133 children with CAT (group A, age at diagnosis 2.4-17.7 years) was compared with that of 113 adult CAT patients (group B, age at diagnosis 21-79 years). Group A included 64 prepubertal (aged 2.4-13.2 years, group A1) and 69 pubertal (aged 9.2-17.4, group A2) children. Results: The F: M ratio in group A was 3.0, which is significantly (p < 0.001) lower than that (10.3) found in group B patients. The F: M ratio of group A1 prepubertal children was lower (1.6) and significantly different from that of pubertal (6.7, p < 0.01) and adult patients (10.3, p < 0.0001). This phenomenon was more evident in hypothyroid as compared to euthyroid CAT. Conclusions: This study provides the first evidence that female predominance of CAT strongly increases during puberty, suggesting a major role for sex hormones in this phenomenon. Further studies are needed to clarify this point. Copyright (C) 2009 S. Karger AG, Basel",Times Cited in Web of Science Core Collection: 10 Total Times Cited: 10 Cited Reference Count: 26,10.1159/000224341,Hashimoto's thyroiditis;Thyroid gland;Autoimmunity;Puberty;Sexual dimorphism;CHRONIC LYMPHOCYTIC THYROIDITIS;THYROTROPIN REFERENCE RANGE;X-CHROMOSOME INACTIVATION;HASHIMOTOS-THYROIDITIS;NATURAL-HISTORY;CHILDREN;ADOLESCENTS;DISEASE;PREDISPOSITION;CHILDHOOD,,
rayyan-902925392,Individuality and Variation of Personal Regulomes in Primary Human T Cells,2015,,,Cell Systems,2405-4712,1,1,51-61,"Qu, K. and Zaba, L. C. and Giresi, P. G. and Li, R. and Longmire, M. and Kim, Y. H. and Greenleaf, W. J. and Chang, H. Y.",https://www.embase.com/search/results?subaction=viewrecord&id=L605461472&from=exporthttp://dx.doi.org/10.1016/j.cels.2015.06.003,,,,"Summary Here, we survey variation and dynamics of active regulatory elements genome-wide using longitudinal samples from human individuals. We applied Assay of Transposase Accessible Chromatin with sequencing (ATAC-seq) to map chromatin accessibility in primary CD4+ T cells isolated from standard blood draws from 12 healthy volunteers over time, from cancer patients, and during T-cell activation. Over 4,000 predicted regulatory elements (7.2%) showed reproducible variation in accessibility between individuals. Gender was the most significant attributable source of variation. ATAC-seq revealed previously undescribed elements that escape X chromosome inactivation and predicted gender-specific gene regulatory networks across autosomes, which coordinately affect genes with immune function. Noisy regulatory elements with personal variation in accessibility are significantly enriched for autoimmune disease loci. Over one third of regulome variation lacked genetic variation in cis, suggesting contributions from environmental or epigenetic factors. These results refine concepts of human individuality and provide a foundational reference for comparing disease-associated regulomes.",L605461472 2015-08-06 2015-08-12,10.1016/j.cels.2015.06.003,transposase;article;autoimmune disease;autoimmunity;autosome;cancer patient;CD4+ T lymphocyte;chromatin;cis isomer;controlled study;environmental factor;epigenetics;female;gene locus;gene regulatory network;genetic variability;human;human cell;individuality;male;nucleotide sequence;priority journal;regulatory sequence;sex difference;T lymphocyte activation;X chromosome inactivation;Humanities;Humanism;Humans,,
rayyan-902925393,"The effects of 2,4-dinitrophenol and d-glucose concentration on the development, sex ratio, and interferon-tau (IFNT) production of bovine blastocysts",2016,1,,Molecular Reproduction and Development,1040-452X 1098-2795 J9 - MOL REPROD DEV,83,1,50-60,"Green, M. P. and Harvey, A. J. and Spate, L. D. and Kimura, K. and Thompson, J. G. and Roberts, R. M.",,,,,"The preimplantation bovine embryo displays sexual dimorphism in glucose sensitivity and interferon-tau (IFNT) secretion that are negated by inhibition of the pentose phosphate pathway, suggesting that the association between glucose metabolism and IFNT likely underpins the selective loss of female embryos. The aim of this study was to determine if altered glucose metabolism, through glucose supplementation and/or uncoupling oxidative phosphorylation with 2,4-dinitrophenol (DNP), affected embryo development. Bovine blastocyst development, sex, and IFNT production were examined in embryos cultured in the presence or absence of glucose (0, 1.5, 4mM) with or without exposure to DNP (0, 10, 100M) between Days 5 and 8 post-fertilization. The absence or presence of high (4mM) glucose reduced blastocyst development and favored the development of male embryos (P<0.001). DNP at 10M had no effect, whereas 100M had a negative impact on blastocyst development. Notably, in the presence or even absence of glucose, supplementation with 10M DNP further skewed the sex ratio toward males (P<0.05). Sexually dimorphic IFNT production was maintained in these conditions, although total production was reduced in the presence of high glucose and DNP, irrespective of embryo sex. These data suggest that the pentose phosphate pathway can modulate embryonic sex ratio and development. Therefore, bovine embryo culture should be undertaken in a low glucose (<2.5mM) medium to minimize potential embryonic stress, as higher concentrations have sexually dimorphic effects on development and an embryo's ability to signal to the maternal reproductive tract. Mol. Reprod. Dev. 83: 50-60, 2016. (c) 2015 Wiley Periodicals, Inc.",Times Cited in Web of Science Core Collection: 15 Total Times Cited: 15 Cited Reference Count: 67,10.1002/mrd.22590,pentose-phosphate pathway;messenger-rna expression;preimplantation embryo development;x-chromosome inactivation;Sex Ratio;Interferons,,
rayyan-902925394,The origin and evolution of vertebrate sex chromosomes and dosage compensation,2012,1,,Heredity,0018-067X J9 - HEREDITY,108,1,50-58,"Livernois, A. M. and Graves, J. A. M. and Waters, P. D.",,,,,"In mammals, birds, snakes and many lizards and fish, sex is determined genetically (either male XY heterogamy or female ZW heterogamy), whereas in alligators, and in many reptiles and turtles, the temperature at which eggs are incubated determines sex. Evidently, different sex-determining systems (and sex chromosome pairs) have evolved independently in different vertebrate lineages. Homology shared by Xs and Ys (and Zs and Ws) within species demonstrates that differentiated sex chromosomes were once homologous, and that the sex-specific non-recombining Y (or W) was progressively degraded. Consequently, genes are left in single copy in the heterogametic sex, which results in an imbalance of the dosage of genes on the sex chromosomes between the sexes, and also relative to the autosomes. Dosage compensation has evolved in diverse species to compensate for these dose differences, with the stringency of compensation apparently differing greatly between lineages, perhaps reflecting the concentration of genes on the original autosome pair that required dosage compensation. We discuss the organization and evolution of amniote sex chromosomes, and hypothesize that dosage insensitivity might predispose an autosome to evolving function as a sex chromosome. Heredity (2012) 108, 50-58; doi:10.1038/hdy.2011.106; published online 16 November 2011",Times Cited in Web of Science Core Collection: 62 Total Times Cited: 61 Cited Reference Count: 97,10.1038/hdy.2011.106,Y degradation;X inactivation;comparative genomics;marsupials;monotremes;HUMAN X-CHROMOSOME;PLATYPUS ORNITHORHYNCHUS-ANATINUS;CHICKEN Z-CHROMOSOME;HUMAN Y-CHROMOSOME;MAMMALIAN-X;DNA-SEQUENCE;LINKED GENES;AVIAN-Z;INACTIVATION;BIRDS;Sex Chromosomes,,
rayyan-902925395,Sex differences in brain expression of X- and Y-linked genes,2006,,,Brain Research,0006-8993,1126,1,50-55,"Xu, J. and Disteche, C. M.",https://www.embase.com/search/results?subaction=viewrecord&id=L44880928&from=exporthttp://dx.doi.org/10.1016/j.brainres.2006.08.049,,,,"The X chromosome plays an important role in brain development and function, as evidenced by its disproportionately high content of genes whose mutations cause mental retardation. These X-linked brain genes may play a role in sexual differentiation if they are expressed at a higher level in XX females than in XY males, due to incomplete X inactivation in females. The expression of several X escapee genes is indeed higher in brain tissues from females when compared to males. In mouse, some of the sex differences are only found in adult brains but not in other tissues. Determining the brain expression pattern of these X escapee genes is important for a better understanding of their role in the neurological phenotypes of XO Turner syndrome. © 2006 Elsevier B.V. All rights reserved.",L44880928 2007-01-11,10.1016/j.brainres.2006.08.049,"initiation factor 2;arcuate nucleus;article;brain;brain region;brain tissue;cerebellum;gene expression;gene mutation;hippocampus;human;in situ hybridization;karyotype 46,XX;karyotype 46,XY;mental deficiency;mouse strain;nonhuman;olfactory bulb;phenotype;priority journal;protein degradation;protein protein interaction;pyriform cortex;sex chromosome;sex difference;sex differentiation;transcription regulation;Turner syndrome;X chromosome;Y chromosome;Brain;Sex Characteristics",,
rayyan-902925396,Assessment of escape from X chromosome inactivation on the single cell level in human pDCs,2019,,,European Journal of Immunology,1521-4141,49,,50,"Hagen, S. H. and Hennesen, J. and Ziegler, S. M. and Altfeld, M.",https://www.embase.com/search/results?subaction=viewrecord&id=L631551923&from=exporthttp://dx.doi.org/10.1002/eji.201970300,,,,"Introduction: Following Toll-like receptor (TLR)7 stimulation plasmacytoid dendritic cells (pDCs) of females have a significantly higher percentage of Interferon(IFN)α-producing pDCs than males. This higher IFNα production in females has been suggested to contribute to sex-specific differences in the manifestations of infectious diseases and autoimmune diseases (e.g. SLE). Factors underlying these sex dimorphisms in immunity include genetics, sex hormones and exposure to environmental factors. Genetic differences between women and men are mainly due to a different distribution of chromosomes, with females possessing two X chromosomes. TLR7 escapes X chromosome inactivation (XCI) in some female pDCs, leading to biallelic expression of TLR7 in those cells. The functional consequences of TLR7 escape from XCI in pDCs remain unknown. Question: The aim of this project was to investigate on the single cell level whether pDCs with escape from XCI in TLR7 have a superior capacity of transcribing IFNα mRNA. Methods: Healthy female donors were typed for heterozygosity of the TLR7 SNP rs3853839. Freshly isolated PBMCs of heterozygous females were collected and stimulated with the TLR7/8 agonist CL097. Subsequently pDCs were isolated via FACS and cDNA of single pDCs was obtained using the Fluidigm C1 technology. The expression of mRNA with or without the SNP enabled determination of mono- or biallelic expression pattern of TLR7 within the single pDC. In the same pDCs, mRNA expression levels of TLR7, IFNα subtypes and other genes were assessed via qPCR. Results and Conclusion: Studies in three females heterozygous for TLR7 SNP rs3853839 showed that 19 - 37% of pDCs display biallelic expression of TLR7, using data from 176 single cells. The levels of TLR7 mRNA were higher in cells with biallelic compared to monoallelic TLR7 expression. In addition, multiple IFNα mRNA subtypes were expressed at higher levels in pDCs with biallelic compared to monoallelic expression of TLR7 following CL097 stimulation. These data demonstrate that on the single cell level escape from XCI can contribute to stronger IFNα transcription by female pDCs.",L631551923 2020-04-28,10.1002/eji.201970300,alpha interferon;complementary DNA;endogenous compound;messenger RNA;toll like receptor 7;adult;allele;case report;cell level;clinical article;conference abstract;female;flow cytometry;genetic association;genetic difference;genetic transcription;heterozygosity;human;human cell;male;mRNA expression level;peripheral blood mononuclear cell;plasmacytoid dendritic cell;protein expression;single nucleotide polymorphism;X chromosome inactivation;Humanities;Humanism;Humans;X Chromosome,,
rayyan-902925397,Epigenetic Contribution to Sex Differences in Brain and Behavior,2017,,,"Hormones, Brain and Behavior, Vol 5: Development of Hormone-Behavior Relationships, 3rd Edition",978-0-12-803592-4,,,49-62,"Auger, A. P. and McCarthy, M. M.",,,,,,Times Cited in Web of Science Core Collection: 2 Total Times Cited: 2 Cited Reference Count: 119,10.1016/b978-0-12-803592-4.00093-6,juvenile social play;receptor messenger-rna;DNA methylation;gene-expression;x-inactivation;preoptic area;rett-syndrome;postnatal-development;histone modifications;rat hypothalamus;Brain;Sex Characteristics,,
rayyan-902925398,Sex differences in number of X chromosomes and X-chromosome inactivation in females promote greater variability in hearing among males,2022,,,Biology of sex differences,2042-6410,13,1,49,"Summers, V.",https://www.embase.com/search/results?subaction=viewrecord&id=L639046825&from=exporthttp://dx.doi.org/10.1186/s13293-022-00457-9,,,,"BACKGROUND: For more than 150 years, research studies have documented greater variability across males than across females (""greater male variability""-GMV) over a broad range of behavioral and morphological measures. In placental mammals, an ancient difference between males and females that may make an important contribution to GMV is the different pattern of activation of X chromosomes across cells in females (mosaic inactivation of one the two X chromosomes across cells) vs males (consistent activation of a single X chromosome in all cells). In the current study, variability in hearing thresholds was examined for human listeners with thresholds within the normal range. Initial analyses compared variability in thresholds across males vs. across females. If greater across-male than across-female variability was present, and if these differences in variability related to the different patterns X-chromosome activation in males vs. females, it was expected that correlations between related measures within a given subject (e.g., hearing thresholds at given frequency in the two ears) would be greater in males than females. METHODS: Hearing thresholds at audiometric test frequencies (500-6000 or 500-8000 Hz) were extracted from two datasets representing more than 8500 listeners with normal hearing (4590 males, 4376 females). Separate data analyses were carried out on each dataset to compare: (1) relative variability in hearing thresholds across males vs. across females at each test frequency; (2) correlations between both across-ear and within-ear hearing thresholds within  males vs. within  females, and (3) mean thresholds for females vs. males at each frequency. RESULTS: A consistent pattern of GMV in hearing thresholds was seen across frequencies in both datasets. In addition, both across-ear and within-ear correlations between thresholds were consistently greater in males than females. Previous studies have frequently reported lower mean thresholds for females than males for listeners with normal hearing. One of the datasets replicated this result, showing a clear and consistent pattern of lower mean thresholds for females. The second data set did not show clear evidence of this female advantage. CONCLUSIONS: Hearing thresholds showed clear evidence of greater variability across males than across females and higher correlations across related threshold measures within males than within females. The results support a link between the observed GMV and the mosaic pattern of X-activation for females that is not present in males.",L639046825 2022-09-23,10.1186/s13293-022-00457-9,auditory threshold;female;hearing;human;male;physiology;placenta;pregnancy;sexual characteristics;X chromosome;X Chromosome;Sex Characteristics,,
rayyan-902925399,The Evolution of Genomic Imprinting,1990,,,Development,0950-1991 1477-9129 J9 - DEVELOPMENT,,,47-53,"Chandra, H. S. and Nanjundiah, V.",,,,,"We explore three possible pathways for the evolution of genomic imprinting. (1) Imprinting may be advantageous in itself when imprinted and unimprinted alleles of a locus confer different phenotypes. If a segment of DNA is imprinted in the gametes of one sex but not in those of the other, it might lead to effects correlated with sexual dimorphism. More fundamentally, in certain organisms, sex determination might have evolved because of imprinting. When imprinting leads to chromosome elimination or inactivation and occurs in some embryos but not in others, two classes of embryos, differing in the number of functional gene copies, would result. A model for sex determination based on inequality in the actual or effective copy-number of particular noncoding, regulatory sequences of DNA has been proposed (Chandra, Proc. natn. Acad. Sci. U.S.A. 82. 1165-1169 and 6947-6949, 1985). Maternal control of offspring sex is another possible consequence of imprinting; this would indicate a potential role for imprinting in sex ratio evolution. (2) Genes responsible for imprinting may have pleiotropic effects and they may have been selected for reasons other than their imprinting ability. Lack of evidence precludes further consideration of this possibility. (3) Imprinting could have co-evolved with other traits. For instance, gamete-specific imprinting could lead to a lowered fitness of androgenetic or gynogenetic diploids relative to the fitness of 'normal' diploids. This in turn would reinforce the evolution of anisogamy. The reversibility of imprinting raises the possibility of occasional incomplete or improper erasure. If the site of imprinting is the egg - as appears to be the case with the human X (Chandra and Brown, Nature 253. 165-168, 1975)- either improper imprinting or improper erasure could lead to unusual patterns of inheritance (as in the fragile-X syndrome) or fitness effects skipping generations.",Times Cited in Web of Science Core Collection: 14 Total Times Cited: 16 Cited Reference Count: 39,,x-inactivation;mealybugs;evolution of sex;anisogamy;mammalian x-chromosome;methylation;origin;mice;inactivation;inheritance;gamete;Genomics;Genome,,
rayyan-902925400,MAOA haplotypes associated with thrombocyte-MAO activity,2005,9,20,BMC Genet,1471-2156,6,,46,"Jansson, M. and McCarthy, S. and Sullivan, P. F. and Dickman, P. and Andersson, B. and Oreland, L. and Schalling, M. and Pedersen, N. L.",,,,,"BACKGROUND: The aim was to ascertain whether thrombocyte MAO (trbc-MAO) activity and depressed state are genetically associated with the MAO locus on chromosome X (Xp11.3 - 11.4). We performed novel sequencing of the MAO locus and validated genetic variants found in public databases prior to constructing haplotypes of the MAO locus in a Swedish sample (N = 573 individuals). RESULTS: Our results reveal a profound SNP desert in the MAOB gene. Both the MAOA and MAOB genes segregate as two distinct LD blocks. We found a significant association between two MAOA gene haplotypes and reduced trbc-MAO activity, but no association with depressed state. CONCLUSION: The MAO locus seems to have an effect on trbc-MAO activity in the study population. The findings suggest incomplete X-chromosome inactivation at this locus. It is plausible that a gene-dosage effect can provide some insight into the greater prevalence of depressed state in females than males.","1471-2156 Jansson, Mårten McCarthy, Shane Sullivan, Patrick F Dickman, Paul Andersson, Björn Oreland, Lars Schalling, Martin Pedersen, Nancy L R01 AG010175/AG/NIA NIH HHS/United States",10.1186/1471-2156-6-46,Blood Platelets/*enzymology;Depression/epidemiology/*genetics;Female;*Haplotypes;Humans;Male;Molecular Epidemiology;Monoamine Oxidase/*genetics/metabolism;Multigene Family;Sex Factors;Sweden/epidemiology;X Chromosome Inactivation;Haplotypes;Blood Platelets;Monoamine Oxidase,,
